donor,condition,cell_id,state,x_um,y_um,radial_offset_um,rna_epithelial,rna_stromal,rna_boundary,atac,protein,invariant
D02,C,D02-C-0562,Stromal-like,236.32,469.476,117.844,0.07255,1.80102,0.63515,0.24408,0.29478,1.30528
D02,C,D02-C-0563,Stromal-like,564.106,253.996,45.679,0.3172,2.24166,0.82206,0.84484,0.7744,0.59781
D02,C,D02-C-0564,Epithelial-like,601.553,436.052,-115.213,1.74744,0.47121,0.16871,0.09448,0.08517,1.25962
D02,C,D02-C-0565,Epithelial-like,1047.113,638.475,-106.149,2.11526,0.50397,1.1939,0.96216,0.68618,0.67527
D02,C,D02-C-0566,Epithelial-like,799.217,649.208,-143.031,1.80967,0.5248,0.85736,0.89244,0.32243,0.89769
D02,C,D02-C-0567,Immune-like,600.383,133.892,155.324,0.06577,0.67432,1.5841,1.05196,1.2985,0.91443
D02,C,D02-C-0568,Immune-like,543.801,670.062,-27.388,0.02,0.31207,1.73785,1.48944,1.16947,1.05199
D02,C,D02-C-0569,Stromal-like,1191.853,373.059,-23.859,0.02,1.88696,1.30333,0.97802,0.93636,0.9111
D02,C,D02-C-0570,Epithelial-like,776.864,750.617,-27.021,1.63155,0.02,0.93113,0.91587,0.44309,0.89396
D02,C,D02-C-0571,Stromal-like,1464.478,670.365,153.633,0.38281,1.86356,0.69267,0.43732,0.77963,1.10246
D02,C,D02-C-0572,Immune-like,656.629,783.339,32.671,0.43521,0.33461,1.42135,0.8783,0.94524,1.04995
D02,C,D02-C-0573,Stromal-like,852.744,769.047,-10.622,0.02,1.77127,0.89515,0.59415,0.68183,0.91835
D02,C,D02-C-0574,Epithelial-like,556.485,254.87,47.803,1.39647,0.02,1.2049,1.0468,0.81978,0.86796
D02,C,D02-C-0575,Epithelial-like,1374.329,772.464,161.829,1.5353,0.13067,0.68917,0.69417,0.75524,0.92766
D02,C,D02-C-0576,Immune-like,402.006,436.387,13.043,0.53219,0.14043,2.10922,1.44487,1.3469,1.08716
D02,C,D02-C-0577,Epithelial-like,851.949,724.119,-61.679,1.81781,0.19871,1.09935,1.03398,0.68564,1.23098
D02,C,D02-C-0578,Immune-like,1292.1,578.651,7.696,0.30704,0.78771,1.4876,0.86155,1.38134,0.63464
D02,C,D02-C-0579,Stromal-like,401.314,404.757,24.769,0.48546,2.0811,1.46804,0.91366,1.07603,1.11194
D02,C,D02-C-0580,Stromal-like,810.232,60.073,207.006,0.29524,2.06341,0.58477,0.41496,0.60137,0.83645
D02,C,D02-C-0581,Immune-like,879.048,750.753,-30.695,0.3268,0.33319,1.28106,0.9656,1.00655,0.90037
D02,C,D02-C-0582,Stromal-like,856.345,852.439,84.16,0.35652,1.93124,1.23448,0.67839,0.49018,0.69732
D02,C,D02-C-0583,Epithelial-like,864.681,371.518,-147.313,1.52824,0.10922,1.11694,0.84028,0.83951,1.07378
D02,C,D02-C-0584,Immune-like,1156.808,783.621,70.285,0.15355,0.40243,1.37946,0.91195,0.91705,0.97468
D02,C,D02-C-0585,Stromal-like,1117.881,113.596,181.394,0.76906,1.84087,0.78479,0.60018,0.61957,0.50982
D02,C,D02-C-0586,Epithelial-like,477.891,311.815,35.115,1.84028,0.5401,0.95699,0.90837,0.81926,1.16716
D02,C,D02-C-0587,Epithelial-like,835.706,374.698,-150.936,1.56718,0.52914,0.30896,0.44417,0.38142,1.18269
D02,C,D02-C-0588,Stromal-like,1523.674,478.834,157.778,0.13807,2.18212,0.14975,0.26236,0.02,0.76799
D02,C,D02-C-0589,Stromal-like,610.363,515.352,-140.753,0.5343,2.0657,0.40823,0.30092,0.47001,1.37402
D02,C,D02-C-0590,Epithelial-like,713.512,428.086,-173.076,1.81947,0.18903,0.57918,0.45364,0.2352,0.83532
D02,C,D02-C-0591,Epithelial-like,1375.203,759.533,153.051,2.48569,0.43451,1.06155,0.70169,0.5404,0.65199
D02,C,D02-C-0592,Epithelial-like,746.874,634.397,-146.975,2.05721,0.44648,0.74285,0.84457,0.50878,0.65612
D02,C,D02-C-0593,Stromal-like,756.108,162.702,94.862,0.07893,1.23816,0.76895,0.77266,0.90264,1.09075
D02,C,D02-C-0594,Epithelial-like,226.126,594.636,133.0,1.9111,0.04567,0.60361,0.69161,0.35314,1.28229
D02,C,D02-C-0595,Epithelial-like,1161.385,434.372,-75.058,1.65063,0.4435,1.3963,1.00623,1.05705,1.07109
D02,C,D02-C-0596,Epithelial-like,600.955,429.727,-111.563,1.96133,0.374,0.81243,0.86022,0.45984,0.62201
D02,C,D02-C-0597,Immune-like,669.931,818.831,66.986,0.36525,0.17629,0.94138,0.83694,0.62578,1.00214
D02,C,D02-C-0598,Epithelial-like,502.832,439.956,-54.246,1.64622,0.29823,1.03076,0.54861,0.98498,0.75871
D02,C,D02-C-0599,Epithelial-like,981.111,568.93,-192.979,1.55846,0.41838,0.81491,0.65244,0.43897,0.80511
D02,C,D02-C-0600,Stromal-like,263.78,437.76,104.827,0.70981,2.0101,0.73959,0.65784,0.87852,1.35901
D02,C,D02-C-0601,Immune-like,682.731,822.838,68.503,0.1095,0.05528,1.22095,1.07173,0.6926,0.839
D02,C,D02-C-0602,Stromal-like,1537.892,484.63,167.04,0.20279,1.91474,0.4581,0.54487,0.3827,1.44614
D02,C,D02-C-0603,Stromal-like,1158.104,127.996,177.673,0.11705,1.695,1.04196,0.79265,0.7921,0.9146
D02,C,D02-C-0604,Immune-like,443.267,621.17,0.889,0.39766,0.48409,1.63919,0.93437,0.68311,1.20259
D02,C,D02-C-0605,Epithelial-like,992.428,364.349,-112.878,1.67635,0.5423,0.6331,0.54703,0.52349,0.68607
D02,C,D02-C-0606,Stromal-like,1601.657,528.214,210.249,0.10658,1.95773,0.34945,0.71896,0.52492,0.95519
D02,C,D02-C-0607,Stromal-like,821.664,807.407,33.519,0.07174,1.59743,0.79273,0.8549,0.48313,1.25441
D02,C,D02-C-0608,Stromal-like,468.616,873.765,183.989,0.43576,1.93156,0.54756,0.46329,0.42892,1.22919
D02,C,D02-C-0609,Immune-like,950.232,262.924,-15.96,0.45268,0.15682,1.51513,1.21147,0.73207,0.76485
D02,C,D02-C-0610,Epithelial-like,763.179,608.737,-178.014,1.35322,0.29253,0.65939,0.66488,0.54991,0.69323
D02,C,D02-C-0611,Immune-like,412.423,624.851,21.894,0.41101,0.34335,1.46167,1.01924,0.98995,0.87516
D02,C,D02-C-0612,Stromal-like,646.839,178.169,96.937,0.1432,1.67422,0.6216,0.66821,0.5978,0.88872
D02,C,D02-C-0613,Epithelial-like,960.652,435.124,-191.054,2.05238,0.34651,0.87373,0.73517,0.69504,0.76347
D02,C,D02-C-0614,Stromal-like,199.207,413.348,154.08,0.02,1.45806,0.70242,0.81757,0.52354,0.87308
D02,C,D02-C-0615,Stromal-like,477.713,856.366,163.978,0.22784,2.06394,0.84915,0.76868,0.47446,0.49605
D02,C,D02-C-0616,Immune-like,353.622,579.862,44.13,0.45998,0.21127,1.51607,1.24929,1.11472,1.34191
D02,C,D02-C-0617,Epithelial-like,867.323,467.461,-255.225,1.57028,0.02,0.45751,0.59072,0.23834,0.48215
D02,C,D02-C-0618,Stromal-like,327.507,714.557,121.739,0.02817,1.77474,0.79114,0.71518,0.51284,0.63656
D02,C,D02-C-0619,Stromal-like,1152.66,286.682,22.678,0.6357,1.82836,0.68728,0.7957,0.64295,0.8438
D02,C,D02-C-0620,Stromal-like,495.097,178.866,142.976,0.50347,1.4724,0.5085,0.33826,0.45406,1.00086
D02,C,D02-C-0621,Immune-like,813.625,835.409,65.622,0.03348,0.17094,1.13611,0.68509,1.08321,1.17823
D02,C,D02-C-0622,Stromal-like,1362.337,457.438,50.963,0.02,1.69576,1.52953,0.70915,0.86703,0.9557
D02,C,D02-C-0623,Stromal-like,1134.169,254.062,44.957,0.68654,1.46557,1.03363,0.53137,0.61841,1.37098
D02,C,D02-C-0624,Immune-like,799.192,249.475,-6.911,0.52995,0.12841,1.77299,1.33692,1.21986,0.33057
D02,C,D02-C-0625,Epithelial-like,805.845,307.467,-72.87,1.7667,0.21215,1.10724,0.53803,1.02071,0.95272
D02,C,D02-C-0626,Stromal-like,649.692,171.758,103.119,0.33309,1.99009,0.97571,0.89987,0.88398,0.64414
D02,C,D02-C-0627,Stromal-like,1160.88,772.048,61.079,0.12834,1.59524,1.0971,1.2118,1.03619,1.70818
D02,C,D02-C-0628,Epithelial-like,1203.956,444.177,-51.288,1.44644,0.02,1.21645,1.21395,0.82521,0.94223
D02,C,D02-C-0629,Stromal-like,207.071,369.516,163.406,0.7386,1.66654,0.80078,1.08087,0.68628,0.8879
D02,C,D02-C-0630,Epithelial-like,947.549,486.536,-233.062,1.38262,0.10113,0.22358,0.25133,0.22018,0.90388
D02,C,D02-C-0631,Epithelial-like,481.83,786.322,97.725,1.59034,0.36028,1.15216,1.03452,0.65992,1.31012
D02,C,D02-C-0632,Stromal-like,1484.135,484.048,130.339,0.24631,1.45448,1.09704,0.78851,1.06076,1.07028
D02,C,D02-C-0633,Epithelial-like,598.408,568.261,-120.396,1.57786,0.40621,0.69782,0.65018,0.64014,0.85462
D02,C,D02-C-0634,Stromal-like,1265.6,189.535,157.218,0.16301,1.85183,0.46909,0.25378,0.41536,0.69836
D02,C,D02-C-0635,Epithelial-like,843.588,509.005,-300.465,2.0248,0.34395,0.55087,0.73366,0.73395,1.16522
D02,C,D02-C-0636,Epithelial-like,706.795,397.484,-143.852,1.79525,0.16448,0.53903,0.62017,0.59187,1.09497
D02,C,D02-C-0637,Stromal-like,787.025,54.312,214.621,0.20903,1.72861,0.59911,0.53582,0.97814,1.12113
D02,C,D02-C-0638,Stromal-like,1315.152,281.354,106.112,0.16256,1.87044,0.74185,0.62448,0.47373,1.14902
D02,C,D02-C-0639,Epithelial-like,399.954,734.277,94.965,1.83322,0.22782,0.91262,0.7413,0.46605,1.10186
D02,C,D02-C-0640,Epithelial-like,633.969,278.576,-3.249,1.55089,0.25754,1.48305,1.20762,1.21573,1.09761
D02,C,D02-C-0641,Epithelial-like,1159.067,691.519,-9.432,1.29402,0.32328,1.00088,0.84657,0.72431,1.20041
D02,C,D02-C-0642,Immune-like,1350.827,493.895,38.52,0.13684,0.54771,1.53825,1.1394,0.82963,0.95413
D02,C,D02-C-0643,Stromal-like,314.403,545.771,64.093,0.62696,1.72994,1.5234,1.41383,0.8623,1.21321
D02,C,D02-C-0644,Stromal-like,1278.358,821.064,154.38,0.0977,1.7009,0.89242,0.78992,0.83688,1.06245
D02,C,D02-C-0645,Stromal-like,951.487,712.093,-65.06,0.2989,1.65659,0.79406,0.65852,0.58592,1.26916
D02,C,D02-C-0646,Epithelial-like,558.056,661.935,-40.815,2.06913,0.54076,1.1057,0.56698,0.70211,1.09836
D02,C,D02-C-0647,Epithelial-like,1329.268,851.541,203.322,2.04043,0.12336,0.58612,0.25507,0.58795,1.09365
D02,C,D02-C-0648,Immune-like,731.814,788.197,21.332,0.02,0.37815,1.30056,0.63725,0.85739,0.94764
D02,C,D02-C-0649,Stromal-like,263.121,529.48,97.581,0.17105,1.5357,0.92089,0.65479,0.84614,1.56932
D02,C,D02-C-0650,Stromal-like,741.838,872.679,113.741,0.3293,1.65174,1.02282,0.71394,0.55417,0.64196
D02,C,D02-C-0651,Epithelial-like,806.406,374.023,-147.623,1.41775,0.02,0.49583,0.46992,0.42723,0.72338
D02,C,D02-C-0652,Stromal-like,1572.832,569.728,194.721,0.02494,1.76455,0.48502,0.08581,0.8902,0.82578
D02,C,D02-C-0653,Stromal-like,175.75,572.226,162.197,0.44729,1.634,0.19408,0.02,0.5348,1.1197
D02,C,D02-C-0654,Stromal-like,972.6,731.644,-39.502,0.51538,1.75622,1.03253,0.96993,1.04945,1.03155
D02,C,D02-C-0655,Stromal-like,710.596,733.813,-33.334,0.53735,1.97376,1.12573,0.90271,1.01806,1.21251
D02,C,D02-C-0656,Epithelial-like,599.237,548.745,-127.691,1.81409,0.57841,0.36898,0.66243,0.46756,0.66894
D02,C,D02-C-0657,Stromal-like,253.324,563.614,108.198,0.24456,1.89813,1.08368,1.11963,1.0385,1.33822
D02,C,D02-C-0658,Immune-like,1033.543,813.474,62.056,0.30531,0.1819,1.11739,0.83774,0.72966,0.20178
D02,C,D02-C-0659,Epithelial-like,905.869,588.945,-207.469,1.49565,0.4069,0.84087,0.50889,0.80487,1.09362
D02,C,D02-C-0660,Stromal-like,841.61,104.188,156.185,0.29263,1.87408,0.89048,0.81098,0.88236,0.72743
D02,C,D02-C-0661,Immune-like,1083.227,820.245,82.054,0.21657,0.51337,1.3523,1.38953,1.09971,1.28617
D02,C,D02-C-0662,Epithelial-like,503.012,730.056,39.986,1.67549,0.50217,1.59646,1.29301,0.84302,0.87017
D02,C,D02-C-0663,Immune-like,1249.72,554.381,-26.613,0.58998,0.15124,1.44368,0.92914,1.11426,1.07332
D02,C,D02-C-0664,Epithelial-like,959.37,425.292,-183.027,1.82418,0.1654,0.86008,0.54257,0.77456,1.03166
D02,C,D02-C-0665,Epithelial-like,597.576,490.98,-130.761,1.86659,0.16846,1.16557,0.71268,0.75978,0.93247
D02,C,D02-C-0666,Stromal-like,864.465,767.933,-11.727,0.3368,1.97158,1.19959,1.00934,0.9301,0.98372
D02,C,D02-C-0667,Stromal-like,1548.338,483.404,174.268,0.45562,1.9029,0.79454,0.58105,0.75256,0.53082
D02,C,D02-C-0668,Epithelial-like,647.49,350.56,-76.82,1.79431,0.25348,1.06052,0.63759,1.26263,1.33421
D02,C,D02-C-0669,Immune-like,498.643,402.286,-35.005,0.25922,0.40512,1.42758,1.12866,1.49072,0.44918
D02,C,D02-C-0670,Stromal-like,974.122,180.888,78.532,0.34906,1.9615,0.52692,0.21838,0.56658,0.60439
D02,C,D02-C-0671,Epithelial-like,1175.812,871.536,162.533,1.965,0.05673,0.02,0.10273,0.13943,0.49056
D02,C,D02-C-0672,Immune-like,736.909,732.235,-40.848,0.31853,0.23401,1.41538,0.88082,0.72595,0.83729
D02,C,D02-C-0673,Epithelial-like,1036.039,633.805,-115.184,1.48052,0.02,0.69511,0.30537,0.27933,0.97629
D02,C,D02-C-0674,Stromal-like,522.584,792.958,87.022,0.10373,1.46401,0.79652,0.54806,0.50576,0.66564
D02,C,D02-C-0675,Epithelial-like,868.994,668.15,-124.813,1.95406,0.73334,0.64116,0.86637,1.05628,0.91711
D02,C,D02-C-0676,Stromal-like,424.318,510.219,-13.437,0.02,1.81261,1.48131,1.03945,0.65941,0.99081
D02,C,D02-C-0677,Epithelial-like,814.7,556.97,-246.404,1.52266,0.25709,0.68234,0.85309,0.50917,0.98726
D02,C,D02-C-0678,Stromal-like,1429.92,776.078,194.194,0.34278,1.58763,0.76291,0.42642,0.85645,0.83061
D02,C,D02-C-0679,Epithelial-like,755.786,644.76,-138.823,2.05141,0.09229,0.99112,0.569,0.75276,0.30015
D02,C,D02-C-0680,Epithelial-like,1122.778,460.686,-109.943,1.66916,0.24735,1.13408,1.03854,0.74684,0.78704
D02,C,D02-C-0681,Epithelial-like,912.996,650.588,-139.517,1.77166,0.23416,0.95873,0.57936,0.72995,0.72877
D02,C,D02-C-0682,Stromal-like,1550.806,581.462,181.825,0.25287,1.44339,0.64911,0.48856,0.65283,1.038
D02,C,D02-C-0683,Epithelial-like,835.327,577.075,-228.119,1.80823,0.02,0.70046,0.35238,0.57538,0.98049
D02,C,D02-C-0684,Immune-like,1237.981,401.896,-12.239,0.43789,0.02,1.48436,0.89259,0.7729,1.12342
D02,C,D02-C-0685,Stromal-like,1157.223,116.348,189.353,0.38113,1.62915,0.76107,0.64929,0.35029,1.11776
D02,C,D02-C-0686,Epithelial-like,995.93,516.755,-204.754,2.27254,0.288,0.96846,0.78701,0.8939,0.65201
D02,C,D02-C-0687,Stromal-like,448.805,360.713,17.939,0.52743,1.64688,1.57317,1.44473,0.89055,0.8275
D02,C,D02-C-0688,Immune-like,695.514,816.421,58.928,0.6899,0.18832,1.80223,1.38928,1.32223,0.77653
D02,C,D02-C-0689,Immune-like,761.94,754.139,-21.089,0.3125,0.14291,1.83972,1.20876,0.64548,0.74369
D02,C,D02-C-0690,Immune-like,1138.377,284.415,18.616,0.18014,0.56043,1.76,1.52924,0.91778,1.56064
D02,C,D02-C-0691,Stromal-like,765.995,53.655,216.756,0.06661,1.52007,0.59586,0.63403,0.28903,1.49439
D02,C,D02-C-0692,Epithelial-like,1389.85,314.967,126.094,1.96614,0.28979,0.91187,0.92514,0.78704,0.92879
D02,C,D02-C-0693,Stromal-like,1241.202,214.513,124.586,0.56392,1.50546,0.7206,0.60401,0.52414,1.25254
D02,C,D02-C-0694,Immune-like,1157.275,707.828,2.948,0.2306,0.36991,1.53587,1.50656,0.85932,0.99734
D02,C,D02-C-0695,Stromal-like,1242.838,266.917,80.617,0.23803,1.57102,1.13958,0.68824,0.67532,0.98501
D02,C,D02-C-0696,Stromal-like,362.247,864.238,218.114,0.12401,1.83988,0.23809,0.47595,0.46438,1.22917
D02,C,D02-C-0697,Stromal-like,312.334,271.585,152.186,0.52735,1.73409,0.73047,0.72244,0.83079,0.82875
D02,C,D02-C-0698,Immune-like,1266.358,627.913,10.086,0.53594,0.34615,1.66459,1.35235,1.17182,1.17443
D02,C,D02-C-0699,Stromal-like,970.042,876.586,119.612,0.43356,1.93591,0.80466,0.47928,0.34148,0.62653
D02,C,D02-C-0700,Stromal-like,1126.582,372.369,-59.341,0.41144,1.54713,1.19949,1.15882,1.02583,0.87126
D02,C,D02-C-0701,Stromal-like,1327.118,813.842,170.404,0.37841,2.01778,0.74047,0.75383,0.58168,1.12045
D02,C,D02-C-0702,Immune-like,818.827,233.868,9.512,0.48594,0.38554,1.43008,1.08624,0.61137,0.84342
D02,C,D02-C-0703,Stromal-like,182.492,497.141,152.431,0.38972,2.00784,0.74438,0.7638,0.85469,1.096
D02,C,D02-C-0704,Stromal-like,441.228,360.386,22.559,0.45318,1.86465,0.68951,0.5227,0.21878,1.2561
D02,C,D02-C-0705,Immune-like,1222.8,441.933,-38.199,0.5775,0.37419,1.90944,1.47857,1.15661,0.89863
D02,C,D02-C-0706,Epithelial-like,901.838,550.17,-247.17,1.87615,0.568,0.02,0.02,0.2544,1.29127
D02,C,D02-C-0707,Stromal-like,1453.223,609.231,123.277,0.44053,2.0428,0.588,0.44926,0.81737,0.46925
D02,C,D02-C-0708,Epithelial-like,1051.541,98.573,182.484,1.4782,0.1678,0.73018,0.60932,0.38077,1.12187
D02,C,D02-C-0709,Stromal-like,294.454,838.001,227.649,0.54422,1.39654,0.49022,0.73079,0.7145,0.5759
D02,C,D02-C-0710,Epithelial-like,996.281,677.221,-90.18,2.35397,0.28203,1.0477,0.88111,0.94352,0.54527
D02,C,D02-C-0711,Stromal-like,441.037,749.67,85.689,0.32098,1.32477,0.58841,0.63248,0.47888,1.24172
D02,C,D02-C-0712,Epithelial-like,1015.83,568.064,-173.644,1.49695,0.24693,0.34855,0.30422,0.66562,1.45913
D02,C,D02-C-0713,Stromal-like,282.903,250.682,182.553,0.81231,2.18355,0.72728,0.67854,0.42771,1.07581
D02,C,D02-C-0714,Epithelial-like,755.159,371.681,-134.926,1.82672,0.46558,0.51077,0.65194,0.33646,0.94873
D02,C,D02-C-0715,Epithelial-like,1423.313,419.282,100.986,1.93265,0.14192,1.07457,0.71852,0.53747,0.99111
D02,C,D02-C-0716,Stromal-like,1035.271,154.382,118.568,0.02612,1.70783,0.88295,0.65428,0.92497,0.7571
D02,C,D02-C-0717,Stromal-like,826.401,250.819,-10.033,0.18826,1.87423,1.46736,1.05929,1.06435,0.80272
D02,C,D02-C-0718,Epithelial-like,650.959,257.409,12.766,1.99858,0.41743,1.61658,0.91344,1.05998,1.39221
D02,C,D02-C-0719,Epithelial-like,922.834,434.146,-205.407,1.79638,0.27446,0.97165,0.7771,0.72322,0.67067
D02,P,D02-P-0000,Immune-like,421.238,449.707,-3.441,0.32029,0.35756,2.49918,1.41754,1.56126,1.15378
D02,P,D02-P-0001,Epithelial-like,835.073,606.721,-194.615,1.70098,0.53639,0.35956,0.49211,0.38558,1.20722
D02,P,D02-P-0002,Immune-like,1220.492,621.582,-21.323,0.47693,0.16698,2.37994,1.55705,1.52058,0.51189
D02,P,D02-P-0003,Epithelial-like,1077.868,509.768,-148.926,1.49475,0.22826,0.86197,0.80721,0.77195,1.0036
D02,P,D02-P-0004,Epithelial-like,516.058,559.911,-69.346,1.87821,0.3624,1.53867,1.13063,0.80138,0.88763
D02,P,D02-P-0005,Stromal-like,654.243,159.171,115.612,0.20733,1.7061,1.10797,0.70389,0.91187,1.1324
D02,P,D02-P-0006,Immune-like,405.519,733.345,91.356,0.55298,0.36482,1.57829,1.11335,0.99423,1.38758
D02,P,D02-P-0007,Immune-like,1552.221,465.464,178.629,0.41624,0.33328,1.18171,0.67664,0.93316,1.27274
D02,P,D02-P-0008,Stromal-like,931.674,66.732,201.81,0.41379,1.90747,1.01153,0.65282,0.91279,0.75221
D02,P,D02-P-0009,Epithelial-like,697.539,469.509,-190.887,1.60261,0.18922,0.70414,0.79951,0.46305,1.24531
D02,P,D02-P-0010,Epithelial-like,918.237,414.569,-186.913,1.75837,0.33532,0.76034,0.56066,0.47148,1.30601
D02,P,D02-P-0011,Stromal-like,672.288,193.244,74.974,0.33677,1.14784,1.31651,0.89423,0.93403,1.05229
D02,P,D02-P-0012,Immune-like,1189.964,643.482,-27.1,0.2353,0.02,2.32195,1.72028,1.45411,1.19437
D02,P,D02-P-0013,Epithelial-like,912.384,543.667,-247.647,1.74242,0.48569,0.86835,0.72333,0.51164,0.77397
D02,P,D02-P-0014,Stromal-like,729.379,146.013,116.792,0.33736,1.72052,0.81182,0.63967,0.77818,1.4305
D02,P,D02-P-0015,Stromal-like,1085.294,405.987,-105.142,0.27268,1.55706,1.08031,1.07102,0.83494,0.82157
D02,P,D02-P-0016,Epithelial-like,593.987,516.846,-129.476,1.77287,0.41962,1.10135,0.81568,0.87963,1.35023
D02,P,D02-P-0017,Epithelial-like,953.164,562.846,-212.268,1.88422,0.57502,0.76481,0.44892,0.56356,0.90825
D02,P,D02-P-0018,Stromal-like,1538.07,648.505,191.868,0.52529,1.46981,0.367,0.72619,0.1788,0.74366
D02,P,D02-P-0019,Epithelial-like,716.923,98.247,171.697,1.29145,0.35779,0.99137,0.69524,0.8366,1.23022
D02,P,D02-P-0020,Stromal-like,918.393,88.992,175.706,0.12312,1.49753,0.66135,0.43687,1.02683,0.42492
D02,P,D02-P-0021,Stromal-like,1046.562,182.689,90.561,0.78298,1.96373,1.32488,0.84353,0.77955,0.66305
D02,P,D02-P-0022,Immune-like,617.64,303.25,-21.226,0.464,0.49178,2.35344,1.25488,1.54151,1.05019
D02,P,D02-P-0023,Stromal-like,529.921,236.016,75.787,0.05452,1.93588,1.33905,0.76592,1.09853,0.65307
D02,P,D02-P-0024,Epithelial-like,363.075,706.989,96.669,1.43746,0.54405,1.27429,0.85996,0.75238,1.10701
D02,P,D02-P-0025,Immune-like,834.245,773.732,-5.11,0.1552,0.02,2.65308,1.91217,1.74398,0.79662
D02,P,D02-P-0026,Stromal-like,645.674,882.929,141.294,0.05702,1.91103,0.756,0.43838,0.6594,0.66274
D02,P,D02-P-0027,Epithelial-like,941.481,325.972,-86.692,1.80569,0.12369,1.84971,1.17665,0.99088,0.80257
D02,P,D02-P-0028,Immune-like,484.504,817.424,124.782,0.13946,0.29034,1.31345,0.80752,1.19875,0.9437
D02,P,D02-P-0029,Epithelial-like,966.17,215.99,38.446,1.91231,0.497,1.73501,1.20585,1.19577,0.98103
D02,P,D02-P-0030,Stromal-like,779.649,64.834,203.161,0.61959,1.67449,0.59664,0.83087,0.64122,1.1052
D02,P,D02-P-0031,Stromal-like,1048.182,52.85,231.93,0.60607,1.59303,1.22776,0.87057,1.05005,1.38284
D02,P,D02-P-0032,Epithelial-like,846.316,482.003,-273.085,1.7021,0.02,0.59985,0.28406,0.51639,0.78552
D02,P,D02-P-0033,Epithelial-like,979.742,513.306,-216.056,1.79598,0.23193,0.166,0.33306,0.44546,1.11965
D02,P,D02-P-0034,Stromal-like,478.083,455.974,-42.968,0.37872,1.38403,1.43174,1.09667,1.18397,0.62348
D02,P,D02-P-0035,Stromal-like,1124.327,316.7,-15.942,0.02,1.97799,2.07017,1.62044,1.4993,1.27738
D02,P,D02-P-0036,Immune-like,724.268,766.135,-1.465,0.42783,0.44371,2.10514,1.17554,1.4813,0.95201
D02,P,D02-P-0037,Stromal-like,716.925,86.794,184.478,0.47939,1.54384,0.81943,0.51354,0.90202,0.62472
D02,P,D02-P-0038,Epithelial-like,595.445,574.585,-115.83,1.35215,0.14433,0.82262,1.07233,0.7028,0.76814
D02,P,D02-P-0039,Epithelial-like,963.461,481.246,-220.697,1.91551,0.02,1.17681,1.08505,0.87134,1.08904
D02,P,D02-P-0040,Epithelial-like,1098.946,551.861,-127.978,1.84144,0.22124,0.99968,1.19588,0.70601,0.88254
D02,P,D02-P-0041,Epithelial-like,804.38,495.746,-269.804,1.9004,0.21432,0.96348,0.58394,0.73145,0.80262
D02,P,D02-P-0042,Epithelial-like,997.189,426.578,-166.615,1.66689,0.54171,1.15788,0.45368,0.82289,0.92856
D02,P,D02-P-0043,Epithelial-like,941.82,560.729,-219.687,1.73417,0.3412,0.85471,0.50914,0.86372,1.03299
D02,P,D02-P-0044,Stromal-like,825.292,860.244,93.364,0.41895,1.62301,1.57566,1.08385,1.39908,0.45529
D02,P,D02-P-0045,Stromal-like,1227.813,222.313,111.941,0.36176,1.79391,1.18772,0.93741,0.94443,1.03806
D02,P,D02-P-0046,Epithelial-like,1244.395,894.76,208.945,1.89321,0.53725,0.82254,0.27318,0.68145,0.90443
D02,P,D02-P-0047,Stromal-like,899.696,222.391,23.596,0.61104,1.60795,1.77466,1.1622,1.79114,0.51594
D02,P,D02-P-0048,Immune-like,1334.185,626.184,51.948,0.33325,0.37868,1.74819,1.37412,0.95769,0.9975
D02,P,D02-P-0049,Stromal-like,688.779,744.335,-16.722,0.30249,1.88993,1.59034,1.02805,1.21107,0.66381
D02,P,D02-P-0050,Epithelial-like,960.697,428.962,-185.715,1.88998,0.62159,0.59354,0.51455,0.64134,1.06184
D02,P,D02-P-0051,Stromal-like,1404.298,340.016,120.97,0.3529,1.73156,0.9705,0.6144,1.11462,0.59653
D02,P,D02-P-0052,Stromal-like,955.892,862.933,102.566,0.60027,1.48533,1.34257,0.98174,1.22231,1.12468
D02,P,D02-P-0053,Epithelial-like,656.568,642.181,-104.713,1.93883,0.24911,1.19809,1.11057,0.94591,0.73338
D02,P,D02-P-0054,Stromal-like,312.249,832.366,214.476,0.07917,1.68895,1.2121,0.90102,0.93398,1.36375
D02,P,D02-P-0055,Immune-like,977.116,788.746,23.505,1.10069,0.02,2.23717,1.46879,1.48299,0.86387
D02,P,D02-P-0056,Stromal-like,1514.923,403.986,166.091,0.15139,1.94922,0.5826,0.78527,0.54442,1.34343
D02,P,D02-P-0057,Immune-like,1174.962,639.371,-38.255,0.85692,0.46239,2.03193,1.27904,0.9711,0.92433
D02,P,D02-P-0058,Stromal-like,582.399,868.556,141.778,0.46178,1.80045,0.79496,0.77612,0.75525,1.10096
D02,P,D02-P-0059,Epithelial-like,1121.201,652.934,-58.248,1.96549,0.32142,1.32325,1.09401,0.92381,0.82788
D02,P,D02-P-0060,Stromal-like,1076.673,816.579,76.414,0.52393,1.95124,1.57732,1.16061,1.33567,1.23533
D02,P,D02-P-0061,Stromal-like,183.288,568.159,156.41,0.2729,1.85478,0.91193,0.56997,0.6917,1.11867
D02,P,D02-P-0062,Stromal-like,500.558,281.056,48.512,0.20979,1.76645,1.29339,0.98379,0.90701,1.21019
D02,P,D02-P-0063,Stromal-like,609.572,148.884,137.169,0.50052,1.96507,0.90091,0.73375,0.61543,0.87733
